id	category
tt0838247	12
tt0837562	14
tt0837106	42
tt0834001	70
tt0833553	46
tt0832266	25
tt0831887	74
tt0830900	51
tt0830515	38
tt0829482	19
tt0829459	35
tt0829150	39
tt0829098	21
tt0825728	60
tt0825346	64
tt0825236	16
tt0825232	15
tt0824758	54
tt0824747	22
tt0822858	29
tt0822854	58
tt0822847	26
tt0822832	75
tt0821642	21
tt0817538	15
tt0817230	64
tt0817177	25
tt0816711	3
tt0816692	47
tt0816556	63
tt0816539	17
tt0816442	6
tt0815244	64
tt0815241	48
tt0815236	64
tt0815181	48
tt0815178	66
tt0814335	4
tt0814314	27
tt0814255	11
tt0814130	64
tt0814022	74
tt0813715	60
tt0811138	64
tt0811106	64
tt0811080	75
tt0810928	6
tt0810922	25
tt0810913	19
tt0810900	46
tt0810784	77
tt0808526	15
tt0808417	16
tt0808285	54
tt0808279	24
tt0808244	23
tt0808151	33
tt0806203	34
tt0806147	19
tt0805570	59
tt0805564	25
tt0805526	6
tt0804529	60
tt0804522	60
tt0804505	56
tt0804497	25
tt0804461	74
tt0803096	44
tt0803061	46
tt0800369	44
tt0800320	44
tt0800308	56
tt0800241	10
tt0800080	47
tt0800069	18
tt0800039	25
tt0799949	19
tt0799934	13
tt0796375	76
tt0796366	47
tt0796355	0
tt0796335	49
tt0796314	17
tt0796307	54
tt0796264	15
tt0796212	43
tt0795461	19
tt0795441	35
tt0795438	27
tt0795434	25
tt0795421	46
tt0795368	19
tt0795351	12
tt0791304	15
tt0790772	64
tt0790736	57
tt0790724	58
tt0790712	27
tt0790686	12
tt0790636	37
tt0790628	19
tt0790604	75
tt0787475	19
tt0787474	14
tt0785077	19
tt0785035	45
tt0785007	52
tt0785006	75
tt0784972	19
tt0783532	43
tt0783238	22
tt0783233	77
tt0780653	59
tt0780622	57
tt0780567	32
tt0780536	40
tt0780521	67
tt0780511	6
tt0780504	56
tt0775552	28
tt0775539	78
tt0775529	15
tt0770828	70
tt0770810	5
tt0770802	48
tt0770772	25
tt0770752	71
tt0770703	64
tt0765476	55
tt0765446	79
tt0765443	33
tt0765432	69
tt0765429	56
tt0765128	16
tt0765120	54
tt0765010	60
tt0763831	15
tt0763304	14
tt0762125	79
tt0762121	61
tt0762114	2
tt0758794	6
tt0758774	62
tt0758766	64
tt0758758	37
tt0758752	25
tt0758745	6
tt0758730	26
tt0756683	27
tt0499556	74
tt0499554	41
tt0499549	70
tt0499448	28
tt0498399	24
tt0498380	35
tt0498353	18
tt0497465	54
tt0497116	48
tt0496806	4
tt0496436	59
tt0494652	25
tt0494238	28
tt0493949	28
tt0493464	74
tt0493430	48
tt0493264	44
tt0492956	75
tt0492506	48
tt0492389	75
tt0491738	41
tt0491152	25
tt0491109	25
tt0490204	6
tt0490196	19
tt0490166	40
tt0490084	64
tt0490076	18
tt0489664	40
tt0489282	19
tt0489281	6
tt0489270	12
tt0489247	48
tt0489235	57
tt0489212	19
tt0489099	3
tt0489037	48
tt0488873	48
tt0488658	46
tt0488604	10
tt0488539	19
tt0488352	60
tt0487156	39
tt0486946	44
tt0486822	66
tt0486751	16
tt0486674	15
tt0486655	11
tt0486576	3
tt0486551	19
tt0486541	48
tt0486028	63
tt0485985	35
tt0485601	67
tt0484740	27
tt0484111	52
tt0483726	25
tt0483607	73
tt0482629	61
tt0482603	79
tt0482599	12
tt0482572	24
tt0482571	50
tt0482546	77
tt0482463	27
tt0482461	25
tt0481536	19
tt0481499	14
tt0481369	33
tt0481141	25
tt0480687	64
tt0480669	30
tt0480255	58
tt0480251	64
tt0480249	34
tt0480025	40
tt0480011	30
tt0479968	12
tt0479952	79
tt0479884	74
tt0479647	68
tt0479500	76
tt0479341	54
tt0479162	15
tt0479143	6
tt0478988	12
tt0478970	47
tt0478311	64
tt0478304	51
tt0478134	22
tt0478087	24
tt0477348	24
tt0477347	28
tt0477302	6
tt0477139	52
tt0477080	74
tt0477071	66
tt0476643	25
tt0475998	79
tt0475944	59
tt0475394	43
tt0475331	16
tt0475293	46
tt0475290	13
tt0475276	60
tt0475271	5
tt0474361	48
tt0473705	22
tt0473553	29
tt0473444	54
tt0473308	25
tt0473188	74
tt0473107	48
tt0473102	5
tt0473075	44
tt0473024	45
tt0472954	19
tt0472399	74
tt0472259	24
tt0472200	6
tt0472181	14
tt0472062	37
tt0472043	62
tt0472033	3
tt0471042	9
tt0470869	49
tt0470765	19
tt0470752	30
tt0469903	37
tt0469690	19
tt0469641	60
tt0469640	21
tt0469623	6
tt0469494	6
tt0469263	47
tt0468569	0
tt0468565	40
tt0468526	6
tt0468492	34
tt0468489	6
tt0468442	48
tt0467406	25
tt0467200	21
tt0467197	58
tt0466893	6
tt0466856	72
tt0466342	64
tt0465624	64
tt0465551	40
tt0465538	22
tt0465494	43
tt0465430	53
tt0465407	75
tt0465142	1
tt0464196	53
tt0464154	18
tt0464141	63
tt0464054	29
tt0464049	13
tt0463998	69
tt0463985	74
tt0463872	28
tt0463854	53
tt0463034	2
tt0462590	78
tt0462538	79
tt0462519	19
tt0462504	37
tt0462485	18
tt0462396	38
tt0462395	64
tt0462338	15
tt0462322	29
tt0462244	75
tt0462229	9
tt0462200	1
tt0461770	14
tt0461336	49
tt0460989	54
tt0460780	70
tt0460627	72
tt0460505	5
tt0459293	21
tt0458525	70
tt0458481	74
tt0458352	25
tt0458339	47
tt0458290	70
tt0457939	64
tt0457572	17
tt0457530	6
tt0457513	13
tt0457510	75
tt0457495	38
tt0457430	54
tt0457400	55
tt0457308	27
tt0456554	19
tt0456144	25
tt0455944	74
tt0455857	29
tt0455824	42
tt0455782	25
tt0455612	25
tt0455590	21
tt0455538	23
tt0455499	65
tt0455407	29
tt0455326	8
tt0454987	41
tt0454945	64
tt0454921	37
tt0454919	34
tt0454876	51
tt0454848	22
tt0454841	18
tt0454824	42
tt0454431	4
tt0454082	18
tt0453562	37
tt0453556	36
tt0453548	27
tt0453494	20
tt0453453	19
tt0453451	13
tt0452694	51
tt0452637	66
tt0452625	64
tt0452624	66
tt0452608	45
tt0452598	20
tt0452594	25
tt0451673	16
tt0451176	6
tt0451094	54
tt0450405	70
tt0450385	59
tt0450314	0
tt0450278	18
tt0450259	69
tt0450232	43
tt0449999	54
tt0449467	16
tt0449088	44
tt0449061	77
tt0449059	15
tt0449010	28
tt0449000	23
tt0448694	14
tt0448182	78
tt0448157	39
tt0448134	38
tt0448075	33
tt0448011	50
tt0446755	54
tt0446747	19
tt0446687	13
tt0446055	48
tt0446046	1
tt0446029	52
tt0445934	19
tt0445922	51
tt0444682	29
tt0443706	22
tt0443701	50
tt0443680	56
tt0443632	74
tt0443543	66
tt0443536	65
tt0443496	60
tt0443489	1
tt0443453	19
tt0443274	22
tt0443272	35
tt0442933	44
tt0441909	72
tt0441796	29
tt0441773	79
tt0441007	37
tt0440963	33
tt0439815	17
tt0439478	64
tt0439289	15
tt0438859	21
tt0438488	47
tt0438315	54
tt0438205	48
tt0438097	14
tt0437954	49
tt0437863	64
tt0437800	6
tt0437745	19
tt0437232	16
tt0437123	48
tt0436742	15
tt0436724	48
tt0436697	21
tt0436689	25
tt0436613	48
tt0436607	15
tt0436364	77
tt0436339	36
tt0436331	25
tt0435761	14
tt0435651	54
tt0435625	53
tt0435623	23
tt0434424	49
tt0434409	62
tt0434215	61
tt0433416	6
tt0433398	6
tt0433387	0
tt0433386	29
tt0433383	37
tt0433362	73
tt0433035	39
tt0432637	47
tt0432402	37
tt0432348	12
tt0432283	79
tt0432021	73
tt0431308	27
tt0431197	62
tt0431021	29
tt0430922	49
tt0430912	30
tt0430770	15
tt0430634	54
tt0430431	37
tt0430308	56
tt0430304	41
tt0430105	58
tt0429591	52
tt0429589	14
tt0429573	30
tt0428959	48
tt0428803	48
tt0428303	4
tt0427968	25
tt0427954	43
tt0427944	15
tt0427392	4
tt0427327	46
tt0427309	37
tt0427229	64
tt0427152	19
tt0426931	1
tt0426697	48
tt0426592	45
tt0426459	29
tt0425637	35
tt0425598	48
tt0425413	23
tt0425210	10
tt0425151	24
tt0425123	52
tt0425112	13
tt0425061	44
tt0425027	6
tt0424993	64
tt0424908	37
tt0424774	28
tt0424345	19
tt0424205	16
tt0424136	24
tt0424095	79
tt0423977	25
tt0423409	13
tt0423294	65
tt0423169	6
tt0422861	25
tt0422720	37
tt0422401	18
tt0422295	27
tt0422093	25
tt0421994	23
tt0421729	41
tt0421715	51
tt0421239	33
tt0421238	54
tt0421237	74
tt0421206	56
tt0421082	21
tt0421073	0
tt0421054	43
tt0420835	61
tt0420723	48
tt0420609	56
tt0420332	54
tt0420294	18
tt0420238	11
tt0420223	52
tt0420206	25
tt0420087	1
tt0419946	62
tt0419887	6
tt0419843	25
tt0419749	72
tt0419706	73
tt0419677	40
tt0419294	10
tt0419256	77
tt0418819	17
tt0418763	39
tt0418753	48
tt0418689	35
tt0418647	61
tt0418279	47
tt0417976	39
tt0417741	11
tt0417225	56
tt0417148	43
tt0417001	64
tt0416508	77
tt0416496	31
tt0416449	39
tt0416320	77
tt0416236	28
tt0416212	6
tt0416185	6
tt0416044	35
tt0415978	15
tt0415965	75
tt0415949	19
tt0415306	19
tt0414993	6
tt0414982	18
tt0414951	60
tt0414853	65
tt0414852	31
tt0414510	5
tt0414387	16
tt0414055	21
tt0413895	32
tt0413300	42
tt0413267	14
tt0413099	32
tt0413015	13
tt0412366	61
tt0412253	22
tt0412080	37
tt0411477	70
tt0411061	22
tt0410454	27
tt0410377	28
tt0410297	51
tt0410097	56
tt0409459	50
tt0409182	62
tt0408985	15
tt0408790	66
tt0408345	4
tt0408306	16
tt0407887	24
tt0407304	3
tt0407265	15
tt0407121	67
tt0406759	12
tt0406728	44
tt0406650	15
tt0406375	36
tt0405676	69
tt0405508	25
tt0405422	64
tt0405336	30
tt0405325	55
tt0405296	50
tt0405159	6
tt0405094	69
tt0404390	43
tt0404203	27
tt0404032	29
tt0403702	25
tt0403508	46
tt0403455	25
tt0403358	4
tt0403118	61
tt0403016	39
tt0402901	29
tt0402399	37
tt0402249	17
tt0402022	45
tt0401855	70
tt0401792	4
tt0401729	47
tt0401711	16
tt0401462	70
tt0401445	25
tt0401383	16
tt0400717	79
tt0400497	28
tt0399901	6
tt0399877	50
tt0399862	6
tt0399327	9
tt0399295	24
tt0399201	3
tt0399146	24
tt0399095	69
tt0398913	44
tt0398808	28
tt0398712	0
tt0398286	14
tt0398165	41
tt0398027	27
tt0398017	60
tt0397892	79
tt0397535	27
tt0397313	61
tt0397101	12
tt0397078	52
tt0397065	18
tt0397044	51
tt0396752	32
tt0396652	75
tt0396592	52
tt0396171	69
tt0396041	57
tt0395972	6
tt0395699	5
tt0395584	18
tt0395543	78
tt0395251	19
tt0395169	35
tt0395119	35
tt0393735	32
tt0393616	6
tt0393162	6
tt0393049	25
tt0391304	25
tt0391229	64
tt0391198	12
tt0390538	48
tt0390521	15
tt0390384	60
tt0390221	54
tt0389860	52
tt0389790	79
tt0389722	18
tt0389557	63
tt0389326	48
tt0389235	6
tt0388980	6
tt0388838	16
tt0388795	27
tt0388500	19
tt0388482	31
tt0388419	75
tt0388230	12
tt0388183	41
tt0388139	13
tt0387877	10
tt0387808	55
tt0387596	39
tt0387575	57
tt0387564	12
tt0387199	15
tt0387131	30
tt0386741	73
tt0386588	64
tt0386140	44
tt0386117	28
tt0386064	39
tt0386032	6
tt0385890	19
tt0385880	14
tt0385752	28
tt0385726	37
tt0385307	9
tt0385267	25
tt0385056	15
tt0385004	42
tt0384806	12
tt0384686	77
tt0384680	15
tt0384642	46
tt0384537	17
tt0384504	25
tt0384488	5
tt0384286	12
tt0383694	40
tt0383574	44
tt0383222	44
tt0383216	20
tt0383060	47
tt0383028	25
tt0383010	19
tt0382992	3
tt0382932	14
tt0382765	10
tt0382628	29
tt0382625	33
tt0382330	78
tt0382189	77
tt0382077	12
tt0381971	79
tt0381940	30
tt0381849	56
tt0381717	77
tt0381707	41
tt0381681	27
tt0381061	38
tt0380817	15
tt0380732	43
tt0380623	46
tt0380599	40
tt0380510	60
tt0380389	27
tt0380277	19
tt0379976	54
tt0379889	27
tt0379865	25
tt0379786	3
tt0379725	5
tt0379557	77
tt0378906	54
tt0378407	48
tt0378194	0
tt0378109	71
tt0377992	21
tt0377818	44
tt0377752	77
tt0377471	41
tt0377109	12
tt0377092	19
tt0377091	56
tt0377062	62
tt0377043	6
tt0376994	70
tt0376968	63
tt0376541	27
tt0376196	66
tt0376105	20
tt0375920	77
tt0375912	40
tt0375679	69
tt0375568	65
tt0375210	30
tt0375173	23
tt0375104	37
tt0375063	25
tt0374900	19
tt0374639	13
tt0374102	60
tt0374089	35
tt0373926	30
tt0373889	11
tt0373747	54
tt0373469	41
tt0373450	10
tt0373445	25
tt0373416	68
tt0373283	39
tt0373074	9
tt0373051	70
tt0373024	15
tt0372873	59
tt0372824	16
tt0372784	44
tt0372588	19
tt0372532	2
tt0372334	15
tt0372237	64
tt0372183	33
tt0371746	47
tt0371724	55
tt0371606	79
tt0371246	25
tt0370263	26
tt0370032	26
tt0369735	49
tt0369702	54
tt0369610	3
tt0369441	41
tt0369436	25
tt0369339	24
tt0369226	17
tt0368975	64
tt0368933	46
tt0368913	54
tt0368891	20
tt0368794	37
tt0368709	25
tt0368578	46
tt0368447	66
tt0368222	64
tt0368089	66
tt0368008	50
tt0367959	40
tt0367882	44
tt0367652	19
tt0367631	64
tt0367594	28
tt0367479	9
tt0367089	15
tt0367085	19
tt0367082	54
tt0367027	25
tt0366780	11
tt0366627	50
tt0366551	19
tt0366548	46
tt0366444	6
tt0366174	71
tt0365957	1
tt0365929	58
tt0365907	22
tt0365885	15
tt0365748	13
tt0365737	60
tt0365485	24
tt0364970	3
tt0364751	20
tt0364725	19
tt0364569	63
tt0363988	33
tt0363771	28
tt0363547	29
tt0363473	37
tt0363282	46
tt0363163	35
tt0363095	40
tt0362478	66
tt0362359	25
tt0362270	15
tt0362269	37
tt0362227	15
tt0362165	32
tt0362120	19
tt0361925	64
tt0361862	63
tt0361841	25
tt0361748	6
tt0361715	61
tt0361696	46
tt0361596	6
tt0361500	8
tt0361467	46
tt0361411	23
tt0361089	79
tt0360916	48
tt0360717	42
tt0360323	24
tt0360201	23
tt0360139	64
tt0359950	52
tt0359517	19
tt0359423	27
tt0359013	70
tt0358349	36
tt0358273	78
tt0358135	25
tt0358082	79
tt0357585	17
tt0357507	12
tt0357470	25
tt0357413	19
tt0357277	43
tt0357110	6
tt0357054	19
tt0356910	76
tt0356721	19
tt0356680	25
tt0356634	14
tt0356470	46
tt0356453	54
tt0356443	77
tt0356150	19
tt0355702	37
tt0355295	44
tt0354595	6
tt0352277	37
tt0352248	37
tt0351977	9
tt0351283	79
tt0350261	6
tt0350258	37
tt0350194	14
tt0350028	25
tt0349903	4
tt0349825	37
tt0349710	62
tt0349416	15
tt0349205	75
tt0349169	64
tt0349159	44
tt0348836	12
tt0348333	19
tt0348150	47
tt0348121	3
tt0347149	67
tt0346491	42
tt0346156	3
tt0345950	14
tt0345551	25
tt0345074	41
tt0345061	77
tt0344854	67
tt0344510	16
tt0343996	27
tt0343818	33
tt0343660	64
tt0343135	64
tt0343121	48
tt0342735	54
tt0342272	72
tt0342258	43
tt0341540	75
tt0340855	24
tt0340377	15
tt0340376	5
tt0340163	58
tt0340012	5
tt0339921	19
tt0339419	56
tt0339412	25
tt0339034	64
tt0338751	37
tt0338512	16
tt0338497	56
tt0338466	19
tt0338459	36
tt0338427	27
tt0338348	67
tt0338337	33
tt0338325	0
tt0338216	27
tt0338135	5
tt0338095	18
tt0338094	32
tt0338075	15
tt0338013	51
tt0337996	48
tt0337978	71
tt0337921	74
tt0337917	41
tt0337876	66
tt0337741	25
tt0337711	14
tt0337697	46
tt0337692	16
tt0337579	15
tt0337563	52
tt0335563	22
tt0335559	64
tt0335438	41
tt0335345	6
tt0335266	6
tt0335245	41
tt0335121	34
tt0335119	77
tt0333780	19
tt0333766	25
tt0332712	19
tt0332452	44
tt0332379	1
tt0332375	15
tt0332280	27
tt0332047	25
tt0331953	29
tt0331933	19
tt0331811	72
tt0331632	28
tt0331225	48
tt0330793	0
tt0330602	5
tt0330373	11
tt0330099	6
tt0329774	71
tt0329717	68
tt0329691	9
tt0329575	6
tt0329101	29
tt0329028	19
tt0328828	2
tt0328589	25
tt0328538	6
tt0328107	0
tt0328099	41
tt0327850	71
tt0327753	15
tt0327679	52
tt0327597	67
tt0327554	76
tt0327437	44
tt0327247	41
tt0327162	55
tt0327137	75
tt0327084	79
tt0327056	22
tt0327036	48
tt0326905	39
tt0326900	32
tt0326856	19
tt0326806	24
tt0325980	44
tt0325710	35
tt0325703	44
tt0325596	30
tt0325537	19
tt0325258	19
tt0324554	66
tt0324133	10
tt0324127	22
tt0323944	6
tt0323939	4
tt0323807	25
tt0323572	64
tt0323120	27
tt0323033	49
tt0322802	48
tt0322700	6
tt0322659	51
tt0322589	78
tt0322330	46
tt0322289	16
tt0322259	74
tt0320691	38
tt0320661	35
tt0320244	24
tt0319829	1
tt0319769	54
tt0319524	25
tt0319343	52
tt0319262	3
tt0319061	51
tt0318974	35
tt0318761	15
tt0318649	38
tt0318627	73
tt0318374	51
tt0318283	64
tt0318155	14
tt0318081	38
tt0317919	71
tt0317740	74
tt0317705	7
tt0317648	44
tt0317640	19
tt0317303	75
tt0317248	54
tt0317219	79
tt0317198	23
tt0317132	75
tt0316654	44
tt0316465	37
tt0316356	27
tt0316188	16
tt0315983	6
tt0315824	41
tt0315733	6
tt0315327	15
tt0314676	41
tt0314412	54
tt0314353	62
tt0314331	23
tt0314166	79
tt0313911	76
tt0313792	64
tt0313737	64
tt0313443	24
tt0313300	5
tt0313196	54
tt0313038	64
tt0312549	69
tt0312528	28
tt0312329	37
tt0312004	65
tt0311648	15
tt0311429	70
tt0311289	20
tt0311113	35
tt0310910	4
tt0310793	69
tt0310778	16
tt0310357	17
tt0310281	1
tt0309912	77
tt0309698	33
tt0309593	29
tt0309377	58
tt0308644	61
tt0308506	32
tt0308411	6
tt0308353	14
tt0308208	74
tt0308055	6
tt0307987	72
tt0307901	6
tt0307453	79
tt0307109	34
tt0306892	44
tt0306841	46
tt0306685	0
tt0306069	25
tt0306047	19
tt0305711	64
tt0305669	19
tt0305632	30
tt0305396	20
tt0305357	9
tt0305206	15
tt0304711	33
tt0304692	6
tt0304669	32
tt0304415	6
tt0304141	11
tt0303933	25
tt0303714	15
tt0303361	6
tt0303313	1
tt0302886	19
tt0302674	6
tt0301727	48
tt0301470	18
tt0301390	77
tt0301357	54
tt0301199	40
tt0300556	47
tt0300532	27
tt0300471	44
tt0300270	54
tt0300214	77
tt0300140	54
tt0300051	25
tt0299977	42
tt0299930	64
tt0299863	12
tt0299658	41
tt0299458	27
tt0299172	65
tt0298814	3
tt0298744	56
tt0298482	17
tt0298388	79
tt0298228	61
tt0298203	1
tt0298148	14
tt0298050	61
tt0297884	27
tt0297284	12
tt0297181	71
tt0297162	43
tt0297037	25
tt0296572	3
tt0296166	15
tt0295725	51
tt0295701	71
tt0295700	29
tt0295427	75
tt0295297	11
tt0295289	2
tt0295254	53
tt0295178	9
tt0294870	27
tt0294357	27
tt0293815	15
tt0293662	31
tt0293564	68
tt0293508	77
tt0293113	17
tt0292644	25
tt0291502	23
tt0291341	13
tt0290879	35
tt0290673	10
tt0290334	70
tt0290332	19
tt0290212	64
tt0290145	6
tt0290095	45
tt0290002	64
tt0289992	24
tt0289879	4
tt0289848	41
tt0289765	69
tt0289043	53
tt0288477	18
tt0288045	57
tt0287717	36
tt0286788	46
tt0286716	45
tt0286499	23
tt0286261	77
tt0286244	16
tt0286179	27
tt0286162	6
tt0286112	49
tt0286106	60
tt0285861	69
tt0285823	74
tt0285742	27
tt0285531	34
tt0285462	19
tt0284978	33
tt0284363	25
tt0283900	16
tt0283832	49
tt0283632	12
tt0283530	6
tt0283503	56
tt0283465	46
tt0283426	7
tt0283323	1
tt0283160	38
tt0283139	6
tt0283111	49
tt0283084	51
tt0283026	60
tt0283003	72
tt0282687	64
tt0282209	12
tt0282120	14
tt0281820	43
tt0281686	57
tt0281432	50
tt0281373	20
tt0281364	31
tt0281358	27
tt0281322	0
tt0280778	77
tt0280760	15
tt0280720	23
tt0280707	77
tt0280665	10
tt0280653	16
tt0280590	64
tt0280491	35
tt0280486	71
tt0280477	56
tt0280460	15
tt0280030	67
tt0279889	15
tt0279781	19
tt0279778	6
tt0279493	19
tt0279331	24
tt0279286	46
tt0279113	27
tt0279111	35
tt0279064	54
tt0278823	64
tt0278731	63
tt0278504	66
tt0278500	23
tt0278488	57
tt0278435	24
tt0278295	68
tt0277434	35
tt0277371	19
tt0277296	70
tt0277027	6
tt0276751	23
tt0276033	75
tt0275847	14
tt0275309	48
tt0275022	15
tt0274812	25
tt0274711	22
tt0274558	27
tt0274166	38
tt0273982	60
tt0273799	75
tt0273517	18
tt0273435	5
tt0272338	25
tt0272207	22
tt0272152	50
tt0272020	62
tt0271367	18
tt0271259	41
tt0271219	25
tt0271027	43
tt0271020	15
tt0270980	64
tt0270846	55
tt0270288	24
tt0270259	60
tt0269347	0
tt0269341	64
tt0269329	69
tt0269095	22
tt0268995	27
tt0268978	37
tt0268695	47
tt0268690	6
tt0268397	36
tt0268380	79
tt0268200	22
tt0268126	15
tt0267913	20
tt0267804	45
tt0267626	35
tt0267248	66
tt0266987	43
tt0266971	6
tt0266915	68
tt0266747	1
tt0266697	45
tt0266543	79
tt0266489	19
tt0266465	0
tt0266452	40
tt0265808	41
tt0265666	15
tt0265662	61
tt0265651	10
tt0265632	65
tt0265459	60
tt0265349	12
tt0265343	25
tt0265298	20
tt0265208	25
tt0265087	8
tt0265086	35
tt0265029	64
tt0264935	33
tt0264796	6
tt0264761	25
tt0264616	24
tt0264472	60
tt0264464	56
tt0264395	58
tt0263734	5
tt0263728	70
tt0263488	12
tt0262432	6
tt0261983	12
tt0261392	19
tt0261289	49
tt0260866	22
tt0259974	36
tt0259711	33
tt0259446	46
tt0259324	74
tt0259288	66
tt0258470	55
tt0258463	33
tt0258273	25
tt0258068	30
tt0258038	44
tt0258000	24
tt0257756	22
tt0257568	9
tt0257516	18
tt0257360	15
tt0257106	19
tt0257076	71
tt0257044	24
tt0256524	64
tt0256415	64
tt0256380	52
tt0255819	24
tt0255798	55
tt0255094	54
tt0253867	2
tt0253798	19
tt0253754	3
tt0253556	70
tt0253474	16
tt0253200	77
tt0253126	13
tt0252866	19
tt0252501	6
tt0252444	21
tt0252299	40
tt0252223	39
tt0252076	25
tt0251736	18
tt0251160	24
tt0251127	64
tt0251114	6
tt0250797	60
tt0250720	9
tt0250687	17
tt0250494	64
tt0250371	37
tt0250310	41
tt0250274	15
tt0250224	27
tt0249516	14
tt0249478	33
tt0249462	77
tt0249327	67
tt0248845	1
tt0248667	37
tt0248012	54
tt0247745	41
tt0247638	46
tt0247586	69
tt0247444	25
tt0247425	56
tt0247199	6
tt0246989	19
tt0246894	45
tt0246578	60
tt0246544	42
tt0246464	41
tt0246460	38
tt0246134	23
tt0245844	38
tt0245803	57
tt0245712	63
tt0245686	15
tt0245674	18
tt0245574	25
tt0245562	39
tt0245429	67
tt0245280	48
tt0245120	29
tt0244970	64
tt0244244	74
tt0244094	64
tt0244000	45
tt0243736	64
tt0243585	14
tt0243415	0
tt0243155	23
tt0242998	12
tt0242653	73
tt0242587	56
tt0242508	24
tt0242445	68
tt0242423	19
tt0242193	56
tt0241760	19
tt0241527	11
tt0241303	77
tt0241025	6
tt0240900	49
tt0240890	64
tt0240772	4
tt0240515	19
tt0240510	77
tt0240468	19
tt0240462	32
tt0240200	5
tt0239949	2
tt0239948	64
tt0239395	32
tt0238948	68
tt0238924	15
tt0238546	59
tt0238380	62
tt0238112	77
tt0237572	22
tt0236784	60
tt0236493	64
tt0236388	48
tt0236348	17
tt0235737	22
tt0235679	67
tt0234829	25
tt0234354	24
tt0234215	45
tt0233699	15
tt0233469	62
tt0233142	68
tt0232500	74
tt0231775	57
tt0231448	0
tt0231402	41
tt0230838	27
tt0230600	59
tt0230030	52
tt0230011	36
tt0229340	56
tt0229260	12
tt0228750	62
tt0228333	26
tt0228277	6
tt0227984	68
tt0227538	36
tt0227445	24
tt0227005	24
tt0225071	27
tt0223897	6
tt0222851	24
tt0222850	25
tt0221809	48
tt0221218	22
tt0221027	56
tt0220506	29
tt0220099	65
tt0219965	72
tt0219952	31
tt0219854	32
tt0219653	59
tt0218967	52
tt0218922	63
tt0218839	19
tt0218817	0
tt0218619	12
tt0218378	77
tt0218182	19
tt0218043	48
tt0217894	19
tt0217869	50
tt0217756	19
tt0217630	64
tt0217505	56
tt0216216	33
tt0215750	35
tt0215545	1
tt0215129	19
tt0213985	5
tt0213790	19
tt0213203	79
tt0213149	35
tt0212974	1
tt0212720	47
tt0212712	54
tt0212662	25
tt0212346	9
tt0212338	19
tt0211933	33
tt0211915	49
tt0211465	24
tt0211443	26
tt0211181	20
tt0210945	37
tt0210616	78
tt0210299	1
tt0210217	21
tt0209958	34
tt0209475	49
tt0209163	70
tt0209144	33
tt0208988	0
tt0208874	60
tt0208092	13
tt0208003	9
tt0207201	52
tt0206634	60
tt0206420	52
tt0206314	33
tt0206275	78
tt0206226	17
tt0206113	6
tt0205461	11
tt0205000	64
tt0204993	50
tt0204946	19
tt0204626	12
tt0204313	12
tt0204175	25
tt0203408	70
tt0203289	25
tt0203230	6
tt0203119	40
tt0203019	37
tt0203009	27
tt0202677	0
tt0202559	13
tt0202470	1
tt0202402	25
tt0200720	77
tt0200550	25
tt0200530	15
tt0200469	34
tt0200465	40
tt0200027	15
tt0199753	45
tt0199725	27
tt0199626	30
tt0199290	19
tt0198781	14
tt0198386	41
tt0198021	25
tt0197159	15
tt0196857	15
tt0196229	49
tt0196216	41
tt0195945	19
tt0195778	27
tt0195714	29
tt0195685	37
tt0194624	19
tt0193560	62
tt0192731	12
tt0192614	0
tt0192255	28
tt0192111	64
tt0192071	64
tt0191754	15
tt0191636	16
tt0191397	19
tt0190865	62
tt0190590	13
tt0190332	42
tt0190255	6
tt0190138	41
tt0189998	77
tt0189192	57
tt0188863	19
tt0188674	13
tt0188640	3
tt0188453	40
tt0187819	65
tt0187738	26
tt0187696	53
tt0187393	35
tt0187078	74
tt0186975	25
tt0186719	6
tt0186566	71
tt0186253	6
tt0186151	22
tt0186045	41
tt0185937	18
tt0185431	57
tt0185371	12
tt0185183	47
tt0185014	15
tt0184907	20
tt0184894	44
tt0184858	76
tt0184791	27
tt0183790	42
tt0183659	37
tt0183649	4
tt0183523	3
tt0183505	19
tt0182789	15
tt0182508	6
tt0182000	22
tt0181984	24
tt0181875	1
tt0181865	24
tt0181852	45
tt0181836	57
tt0181739	14
tt0181689	33
tt0181536	6
tt0181316	68
tt0181151	55
tt0180734	6
tt0180093	6
tt0180073	21
tt0180052	45
tt0179626	0
tt0179116	15
tt0179098	27
tt0177971	62
tt0177789	55
tt0176783	66
tt0176269	45
tt0175996	54
tt0175880	6
tt0175058	36
tt0174856	37
tt0174480	27
tt0174336	64
tt0173840	70
tt0173716	31
tt0173390	13
tt0172726	60
tt0172495	27
tt0172493	37
tt0172396	77
tt0172156	68
tt0171804	56
tt0171580	72
tt0171433	25
tt0171363	12
tt0171356	64
tt0170016	32
tt0169547	6
tt0169414	65
tt0168786	37
tt0168629	54
tt0168501	15
tt0168446	77
tt0168192	15
tt0167456	36
tt0167427	64
tt0167404	66
tt0167261	44
tt0167260	44
tt0167203	27
tt0167190	26
tt0166924	63
tt0166896	16
tt0166813	7
tt0166485	27
tt0166396	13
tt0166276	57
tt0166195	15
tt0166175	13
tt0165982	14
tt0165929	74
tt0165854	22
tt0165831	19
tt0165798	43
tt0165773	5
tt0165710	1
tt0165361	56
tt0164912	28
tt0164334	24
